,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
524,Jorg,-0.21124,-0.48263,-7.07549,-8.94648,10.09015,-0.34710,Erik Sven Williams,1.76841,0.69840,-6.47970,-0.51367,False,-14.09984
525,Jorg,0.85112,-1.46146,-3.14005,-9.24606,10.34534,-1.40503,Jerry från Solna,0.42807,-2.16265,-7.14278,-0.61978,False,40.98606
526,Bob,0.89561,1.32625,-6.25269,-9.06342,10.08824,1.47828,Erik Sven Fernström,-1.02501,0.47126,-11.11473,-2.82399,False,41.65405
527,Shoogee,0.67283,-0.33439,2.65408,-8.89002,10.18962,-0.50137,Erik Sven Williams,-1.71726,2.39948,-6.85713,-0.83384,True,34.96832
528,Bob,0.94251,-0.92197,-7.75000,-9.64617,10.78068,-0.96374,Jerry från Solna,4.03819,-3.38391,-10.97575,-3.43481,False,43.25031
529,Jorg,1.17511,-0.57743,-2.36069,-8.83494,10.26856,-0.56441,Erik Sven Williams,-2.64545,-1.55145,-11.62774,2.18205,False,57.57529
530,Bob,1.46575,-0.56757,-2.76796,-8.94062,10.77062,-0.46999,Erik Sven Williams,1.64959,-1.81273,-9.00349,-2.37331,False,71.90375
531,Bob,1.45895,-1.09792,-0.16131,-8.76021,9.80399,-0.99905,Jerry från Solna,1.26427,0.90721,-9.04884,-1.81756,False,72.86697
532,Jorg,0.55721,-0.34944,0.01017,-9.26326,9.96019,-0.48168,Erik Sven Williams,-0.05538,-1.56420,-7.37832,-1.15897,False,27.86565
533,Bob,-0.16252,-0.24166,-2.06487,-8.83328,9.80853,-0.36927,Erik Sven Williams,-0.73833,-3.01263,-9.10774,-2.31222,False,-9.15856
534,Shoogee,0.85145,0.47476,4.11318,-9.21379,9.95610,0.31542,Jerry Fernström,-0.72076,0.06606,-7.81139,-0.66483,True,44.62913
535,Jorg,0.07997,0.43073,4.98839,-8.87459,10.31468,0.47965,Jerry Fernström,-1.60203,-2.65457,-4.77225,-1.81033,True,6.49284
536,Bob,0.34312,-1.00176,5.94268,-9.68934,10.14873,-1.02580,Jerry från Solna,-3.02433,0.97734,-8.36333,-2.26531,True,20.12740
537,Jorg,0.41114,-1.26305,0.77410,-9.29193,10.47036,-1.05369,Jerry från Solna,-1.74663,2.47474,-8.52353,-1.91322,False,20.94398
538,Jorg,0.52517,-0.49199,-0.92345,-9.27479,9.94590,-0.45645,Erik Sven Williams,-0.70169,-1.34126,-8.62089,-1.27682,False,25.79702
539,Shoogee,1.15911,0.64231,2.59579,-8.46292,10.71795,0.67318,Jerry Fernström,0.58733,-0.16674,-6.07239,-1.81763,True,59.25346
540,Atsuto,3.03839,1.19294,-3.34012,-9.89695,10.23894,1.16034,Erik Sven Fernström,1.31157,-0.22184,-9.06735,-3.02809,False,150.24955
541,Jorg,1.05665,0.12999,2.39233,-9.31510,9.91187,0.14743,Jerry Fernström,3.24249,4.81384,-10.36584,0.24144,True,54.02889
542,Jorg,1.24382,-0.92537,-3.05696,-9.47084,10.26793,-1.07965,Jerry från Solna,0.55940,0.60781,-5.28123,-0.18406,False,60.66258
543,Bob,0.96776,0.34215,3.03382,-9.69546,10.74503,0.33924,Jerry Fernström,0.34726,1.34301,-8.37391,-1.18100,True,49.90469
544,Bob,1.98301,0.52576,-1.90175,-9.41714,10.80865,0.37457,Jerry Fernström,0.94330,-1.38597,-7.57680,0.27843,False,98.19962
545,Shoogee,3.10518,0.26145,-5.92248,-8.77832,9.83565,0.39524,Jerry Fernström,1.42672,-0.05191,-9.98809,-0.73609,False,152.29753
546,Bob,0.97691,1.04120,-5.09311,-9.62296,10.56174,0.93864,Erik Sven Fernström,1.58181,-2.08904,-10.60151,-3.20621,False,46.29897
547,Bob,2.18258,0.58478,1.06316,-9.50213,10.62468,0.72615,Jerry Fernström,0.20070,1.49607,-8.33421,-3.99975,True,109.66065
548,Bob,1.96726,-0.67896,-5.74822,-9.27906,10.24006,-0.52045,Erik Sven Williams,-1.01738,-0.77327,-9.21314,-2.06474,False,95.48870
549,Jorg,0.68907,0.12337,-2.67107,-9.58452,10.20253,0.03680,Jerry Fernström,0.97653,1.27102,-6.89579,-1.30522,False,33.11794
550,Shoogee,0.67764,0.48919,2.20020,-8.75334,9.80368,0.50035,Jerry Fernström,-0.06206,0.44437,-6.21088,-1.09281,True,34.98211
551,Jorg,1.53108,0.84792,-3.57456,-9.04346,9.90417,1.02928,Erik Sven Fernström,2.33218,0.36906,-5.99883,-1.64778,False,74.76694
552,Atsuto,-0.93891,-1.33767,-3.85659,-9.20351,10.28713,-1.39363,Jerry från Solna,-0.56091,-0.02984,-8.55359,-3.82742,False,-48.87393
553,Jorg,1.27431,0.81763,-2.67282,-9.30346,10.51129,0.73298,Erik Sven Fernström,2.26165,0.43709,-7.75176,-0.43937,False,62.37895
554,Jorg,1.92726,0.72359,5.12777,-9.43081,10.60367,0.89271,Jerry Fernström,0.33391,-0.32283,-8.75947,-1.59318,True,98.92701
555,Atsuto,1.11315,0.24819,3.66990,-9.14081,10.19966,0.11432,Jerry Fernström,1.52688,-0.00934,-12.21026,0.31654,True,57.49254
556,Bob,0.21669,-0.40365,-1.97878,-9.69424,10.56857,-0.34341,Erik Sven Williams,-1.57765,1.80305,-8.60653,-1.98530,False,9.84497
557,Shoogee,0.61847,0.08129,-3.61309,-9.48233,10.34887,0.15702,Jerry Fernström,0.44219,-1.25415,-10.87413,1.06652,False,29.11671
558,Shoogee,1.51806,0.49429,1.07860,-9.31780,10.31415,0.56850,Jerry Fernström,1.23354,0.86365,-7.44493,-1.39043,True,76.44222
559,Shoogee,0.73211,-0.06223,4.38721,-9.47804,10.92082,0.11076,Erik Sven Williams,0.95035,1.61625,-7.36426,-0.75406,True,38.79908
560,Atsuto,0.52103,0.20081,0.06682,-9.53341,10.35514,0.11628,Jerry Fernström,0.22350,-1.49697,-9.27242,-0.92616,True,26.08470
561,Jorg,0.70769,1.42796,-0.44576,-9.15974,10.24162,1.69500,Erik Sven Fernström,0.75429,1.33080,-7.38072,-1.42266,True,35.16140
562,Shoogee,2.21320,-0.55949,-2.74932,-9.85463,10.11221,-0.68359,Erik Sven Williams,0.29839,0.84095,-8.43288,-1.20903,False,109.28512
563,Jorg,0.28807,0.06411,-1.10463,-8.94972,9.93864,0.01680,Jerry Fernström,0.15416,-0.52807,-11.62194,1.57336,False,13.85134
564,Atsuto,1.05726,0.07666,-0.39652,-9.74658,10.40660,0.03441,Jerry Fernström,1.31264,-0.45344,-7.64263,-3.01256,False,52.66477
565,Jorg,-0.99893,-0.95551,5.86011,-9.24576,10.20595,-0.88570,Jerry från Solna,2.74063,2.62898,-8.31989,-0.61784,True,-47.01630
566,Shoogee,1.30720,-0.75748,-1.86485,-8.77968,9.84601,-0.73617,Jerry från Solna,1.13082,0.28106,-8.30722,-1.83288,False,64.42782
567,Jorg,1.87406,-0.44102,-2.70015,-9.23847,10.09583,-0.44824,Erik Sven Williams,1.83295,-1.06679,-7.50269,-2.39132,False,92.35313
568,Jorg,2.85087,0.44424,-6.21245,-9.10655,10.57687,0.66744,Jerry Fernström,1.79672,0.21319,-11.37867,1.98664,False,139.43719
569,Bob,2.78303,0.33015,-3.30221,-9.31577,10.30715,0.45714,Jerry Fernström,0.33866,-0.62013,-9.10828,-1.07566,False,137.50062
570,Shoogee,1.23657,-1.00589,-11.98567,-9.25218,10.32846,-1.04070,Jerry från Solna,0.05583,0.96990,-7.94936,-0.38829,False,55.83542
571,Shoogee,0.66438,0.07577,-2.15269,-9.80207,10.00239,0.09159,Jerry Fernström,1.91175,-1.81940,-10.24115,0.24214,False,32.14261
572,Jorg,0.48818,0.61735,0.65203,-9.11489,9.96858,0.59851,Jerry Fernström,0.62093,2.33988,-9.41730,-2.78702,True,24.73482
573,Shoogee,-0.92396,-0.54402,-2.71900,-8.90680,10.31849,-0.74818,Erik Sven Williams,0.53289,-0.45059,-6.67316,-1.11479,False,-47.55763
574,Bob,-0.38477,-0.60325,5.76199,-8.85740,10.35049,-0.58354,Erik Sven Williams,0.16537,2.22122,-11.04293,-1.27090,True,-16.35739
575,Shoogee,2.13110,0.17334,-4.91280,-8.46162,10.50769,0.27885,Jerry Fernström,1.04478,1.84949,-8.72672,0.10506,False,104.09840
576,Jorg,-0.21887,1.22751,-4.16090,-8.93591,10.22640,1.29603,Erik Sven Fernström,-1.01120,-0.04224,-9.40061,-1.29776,False,-13.02406
577,Bob,2.56079,-0.13337,-1.48575,-8.75343,10.34478,-0.07841,Erik Sven Williams,-1.15713,0.63789,-8.03469,-2.10377,False,127.29686
578,Bob,-1.10180,-0.48617,-3.84432,-9.33228,10.47421,-0.72135,Erik Sven Williams,2.12882,0.19660,-10.40137,-0.48860,False,-57.01221
579,Jorg,1.29130,0.52210,0.84117,-9.25389,10.38966,0.41792,Jerry Fernström,1.57328,-2.06021,-11.43481,1.55694,True,64.98575
Det är då som det stora vemodet rullar in
Och från havet blåser en isande, gråkall vind.
580,Bob,1.08861,-0.55631,-6.29595,-8.65983,10.16739,-0.53011,Erik Sven Williams,1.58483,-0.18498,-8.13853,-3.37656,False,51.28236
581,Atsuto,0.23627,-0.41238,6.75431,-9.58513,10.16216,-0.48017,Erik Sven Williams,1.06563,0.41214,-10.55591,2.73594,True,15.19088
582,Jorg,0.19357,-0.21479,-0.23277,-9.23288,9.95720,-0.27836,Erik Sven Williams,-3.05377,-1.54348,-8.24990,1.50485,False,9.56231
583,Shoogee,-0.15056,-0.19632,-5.99019,-8.53556,10.20183,-0.29628,Erik Sven Williams,-1.58701,1.37743,-7.25972,-1.59944,False,-10.52305
584,Jorg,-0.34116,-0.70063,-0.63666,-8.94587,10.39210,-0.66584,Erik Sven Williams,-1.43572,-3.26699,-7.85050,-0.91462,False,-17.37654
585,Shoogee,0.78647,0.19930,0.68438,-10.12515,10.02285,0.23056,Jerry Fernström,-0.64676,1.90073,-4.75123,-1.98609,True,39.66546
586,Shoogee,0.99289,0.84337,-3.95151,-9.83098,10.06701,0.86964,Erik Sven Fernström,1.01958,-2.32949,-7.25596,-0.13460,False,47.66875
587,Atsuto,0.97190,0.07110,-1.46725,-9.52677,10.41321,0.12622,Jerry Fernström,0.53119,-0.12508,-9.09026,-1.51537,False,47.86127
588,Jorg,0.90997,-0.01956,-1.96334,-8.65932,10.55158,0.04526,Erik Sven Williams,1.01996,0.13521,-7.70128,-1.77744,False,44.51686
589,Atsuto,0.95766,-0.43742,-3.58525,-8.96556,10.32078,-0.19659,Erik Sven Williams,-0.17559,0.24710,-9.11154,4.93529,False,46.09033
590,Bob,0.59948,-0.64900,-4.10371,-8.57679,10.55040,-0.60483,Erik Sven Williams,0.83742,-0.86638,-8.41657,0.09915,False,27.92207
591,Bob,0.15642,-1.14331,5.33354,-9.08729,10.39310,-1.12515,Jerry från Solna,0.08054,0.36227,-8.67883,-4.31864,True,10.48800
592,Jorg,0.22842,-0.28093,-0.38345,-9.04290,9.84709,-0.09681,Erik Sven Williams,-0.83553,-0.01936,-10.76591,3.42285,False,11.22927
593,Shoogee,0.03581,-0.35816,-4.34907,-9.76548,10.46327,-0.34677,Erik Sven Williams,-0.31131,-1.04681,-7.30574,-0.78838,False,-0.38400
594,Jorg,1.25040,0.76168,-2.23507,-9.62742,9.99369,0.68249,Erik Sven Fernström,0.27465,1.75360,-9.12872,-1.56489,False,61.40263
595,Jorg,-0.95461,-1.16289,2.65839,-9.44003,9.96008,-1.23784,Jerry från Solna,0.68358,0.00477,-7.25849,-2.82240,True,-46.40110
596,Jorg,3.10517,0.71093,-3.97054,-8.88902,10.00693,0.64390,Jerry Fernström,0.49062,-0.47269,-7.58896,-2.90106,False,153.27314
597,Atsuto,2.11706,1.28354,-1.37940,-9.56849,10.29229,1.40485,Erik Sven Fernström,0.94676,-0.50996,-8.13681,-1.59116,False,105.16354
598,Atsuto,1.06778,0.20901,-3.33315,-9.82585,10.31876,0.16766,Jerry Fernström,0.07680,-0.70495,-6.65638,3.06118,False,51.72227
599,Shoogee,1.58797,0.13431,-4.87370,-9.79198,10.17493,0.27096,Jerry Fernström,1.17519,0.21670,-6.90944,0.90942,False,76.96144
600,Shoogee,1.95590,1.04703,-8.09610,-9.55200,10.71988,1.04010,Erik Sven Fernström,-1.37542,-0.84343,-6.93028,-0.50923,False,93.74713
601,Shoogee,1.30595,0.50007,-1.40167,-9.95931,10.40308,0.21989,Jerry Fernström,-0.57911,-1.17252,-6.42175,-2.68489,False,64.59689
602,Jorg,1.28739,0.89429,0.06177,-9.08131,10.03845,0.68256,Erik Sven Fernström,0.42054,-1.31760,-10.60305,-0.73435,True,64.40032
603,Jorg,0.18349,-0.11488,0.92086,-9.41070,10.06852,-0.01645,Erik Sven Williams,0.99997,2.15299,-8.30479,-1.49589,True,9.63490
604,Jorg,1.99838,0.03980,-4.80353,-9.04860,10.55790,0.08766,Jerry Fernström,-1.08028,-1.87579,-7.97124,-1.83853,False,97.51703
605,Shoogee,0.80646,-1.09437,-6.36520,-9.39892,10.87000,-1.13236,Jerry från Solna,-0.99635,-1.99262,-5.87720,-0.75439,False,37.14061
606,Bob,0.76339,-0.34213,0.56126,-9.35081,9.94414,-0.22468,Erik Sven Williams,-0.02968,-0.41290,-8.58350,-2.21281,True,38.45021
607,Shoogee,1.58244,0.90592,-0.53531,-8.90130,9.89282,0.96077,Erik Sven Fernström,-0.27749,-0.30855,-3.20119,-3.85434,True,78.85436
608,Atsuto,0.90147,0.69496,4.74844,-9.43787,10.24020,0.82460,Jerry Fernström,0.38904,0.02415,-8.46438,2.62413,True,47.44764
609,Jorg,2.15392,-0.21134,-0.11498,-9.57110,10.08922,-0.27909,Erik Sven Williams,1.05980,1.88703,-7.68465,-1.61178,False,107.63834
610,Jorg,1.27839,-0.04048,-0.06804,-9.22097,10.36223,-0.08924,Erik Sven Williams,1.86541,-0.64356,-8.72436,-1.33763,False,63.88564
611,Jorg,0.94236,0.50153,-0.06072,-8.94926,10.49693,0.67581,Jerry Fernström,-0.70912,0.69281,-5.84684,-0.66598,True,47.08774
612,Bob,0.66391,-0.44748,-4.92971,-8.53477,10.67401,-0.59958,Erik Sven Williams,2.32468,-5.25976,-8.45420,-2.41192,False,30.73049
613,Jorg,1.48909,0.25382,-1.51873,-9.36597,9.88975,0.38304,Jerry Fernström,0.15726,-0.19585,-7.86887,-0.38934,False,73.69537
614,Jorg,1.12668,0.50957,-1.70920,-9.15801,10.49899,0.74231,Jerry Fernström,-3.01831,0.40989,-7.74738,-0.56732,False,55.47929
615,Jorg,0.75501,0.09661,0.77498,-9.40848,10.06081,0.19115,Jerry Fernström,2.01786,1.94118,-7.41240,-1.87193,True,38.13785
616,Shoogee,0.04888,0.03835,-2.84304,-9.19707,10.48481,0.20443,Jerry Fernström,-1.48004,-1.28444,-9.47069,-2.62620,False,1.02241
617,Shoogee,1.28858,0.35700,0.18291,-9.86626,10.91940,0.53158,Jerry Fernström,-0.58829,1.10318,-6.28464,-2.28044,True,64.52065
618,Bob,2.92834,0.65311,-4.69317,-8.53863,10.67599,0.66518,Jerry Fernström,-0.93442,2.60756,-12.03912,-4.16982,False,144.07050
619,Shoogee,-0.35869,-1.58015,2.86315,-8.96391,10.87244,-1.53692,Jerry från Solna,-0.03945,0.15305,-9.71909,-1.15048,True,-16.50308
620,Shoogee,-0.22069,-1.04010,1.31356,-9.62009,10.85243,-0.96512,Jerry från Solna,-1.22444,-0.38925,-7.42182,-3.78983,True,-10.37778
621,Jorg,1.90310,1.18300,-6.13409,-9.31318,10.00133,1.08716,Erik Sven Fernström,2.30876,-0.03727,-7.89675,-0.77038,False,92.08783
622,Shoogee,1.96135,1.29355,4.07269,-9.62620,10.46902,1.18169,Erik Sven Fernström,-0.31030,0.62896,-6.87873,0.17615,True,100.10366
623,Atsuto,1.51150,-0.15905,-1.58081,-9.30821,10.29533,-0.01517,Erik Sven Williams,0.43784,0.35699,-11.74033,-2.44890,False,74.78446
624,Jorg,2.49408,1.63768,1.21051,-8.94789,10.43927,1.56433,Jerry Williams,-2.15154,0.88104,-9.95340,-0.08723,True,125.30901
625,Jorg,1.73992,-0.60211,0.67561,-8.93065,10.26651,-0.59631,Erik Sven Williams,-2.17486,-2.02048,-9.80156,0.81276,True,87.33385
626,Bob,0.31989,-0.53398,-2.88081,-8.92612,9.87418,-0.49124,Erik Sven Williams,0.01971,1.50216,-10.28138,-2.07617,False,14.55398
627,Jorg,0.33658,-0.86517,0.15562,-9.41415,10.49122,-0.75712,Jerry från Solna,-0.48880,-3.33697,-9.07301,-1.34233,False,16.90689
628,Jorg,0.94513,0.09722,-2.69301,-9.27246,10.31326,0.16293,Jerry Fernström,0.40894,1.57978,-7.34049,-1.58237,False,45.91012
629,Shoogee,1.25380,1.40615,-2.38600,-9.89234,10.96114,1.44555,Erik Sven Fernström,-0.53372,-0.74115,-10.75889,-0.41993,False,61.49696
630,,0.96981,-0.05689,1.91173,-9.37374,10.64983,-0.17658,Erik Sven Williams,-1.62071,0.69365,-5.43491,-0.35794,True,49.44661
631,Bob,3.68693,0.64047,-3.20151,-9.55324,10.43508,0.59458,Jerry Fernström,0.92728,-2.47288,-7.41244,-4.84335,False,182.74557
632,Atsuto,0.39712,-0.08637,-0.61433,-9.60721,10.23295,-0.03295,Erik Sven Williams,-0.50278,0.19454,-9.37162,2.55924,False,19.54899
633,Jorg,0.26539,-0.60895,3.97733,-9.00076,10.33169,-0.77316,Erik Sven Williams,-3.02782,-2.99165,-9.83624,-2.02731,True,15.25828
634,Jorg,-0.02464,-0.92680,2.18961,-9.52238,10.40850,-1.13172,Jerry från Solna,-0.32985,-0.40085,-11.00077,2.76283,True,-0.13698
635,Jorg,0.91874,0.27871,-2.38516,-9.67942,9.98307,0.37065,Jerry Fernström,1.26746,1.54706,-6.50114,-0.99494,False,44.74432
636,Jorg,0.79247,-0.60721,0.72466,-9.20066,10.29804,-0.56448,Erik Sven Williams,-0.31284,-0.72441,-11.53763,1.01102,True,39.98573
637,Shoogee,1.44552,0.00140,-3.22669,-8.88743,10.47050,-0.08855,Jerry Fernström,-0.50881,-1.60882,-8.43903,-0.30673,False,70.66274
638,Jorg,1.52737,0.64388,1.14125,-9.07535,10.43636,0.70123,Jerry Fernström,0.53597,2.60259,-12.96104,3.16947,True,76.93935
639,Bob,1.19334,0.99422,1.77668,-9.62829,10.75673,0.92048,Erik Sven Fernström,3.33835,-2.37942,-8.97313,-2.07922,True,60.55554
640,Bob,1.05883,-0.93046,0.30162,-9.74143,10.24455,-0.99643,Jerry från Solna,-0.51095,0.80381,-7.93774,-1.65984,False,53.09238
641,Jorg,0.27554,1.23798,5.53126,-8.69632,10.52214,1.24858,Erik Sven Fernström,-0.10104,-2.62359,-8.00569,-1.60590,True,16.54239
642,Bob,-0.96371,-0.25252,-0.88746,-9.79604,10.18444,-0.25445,Erik Sven Williams,-2.23177,0.39357,-8.77748,-2.94823,False,-48.62912
643,Shoogee,0.97056,0.54767,-1.14925,-9.31131,10.09354,0.64462,Jerry Fernström,-0.00611,0.32164,-8.15097,0.12886,False,47.95324
644,Bob,0.41814,-0.18584,-1.51403,-9.30523,9.91684,-0.16466,Erik Sven Williams,-0.54579,-1.27088,-8.96169,-3.77189,False,20.15007
645,Bob,0.65707,0.02007,-5.07860,-8.50226,10.62292,0.20398,Jerry Fernström,0.86844,1.82123,-8.36555,-2.11526,False,30.31444
646,Shoogee,-0.40209,-0.23684,-1.09387,-8.84803,10.21914,-0.30473,Erik Sven Williams,0.81005,-1.33562,-7.60940,-0.95162,False,-20.65159
647,Atsuto,1.11560,-0.65099,0.76536,-9.64102,10.17664,-0.79744,Erik Sven Williams,1.77975,-0.55540,-8.91043,-2.22407,True,56.16259
648,Bob,0.65551,-0.91902,-0.62139,-9.80590,10.20980,-1.09525,Jerry från Solna,1.52394,0.87753,-7.71075,-2.04669,False,32.46465
649,Shoogee,1.07296,-0.49380,-1.40774,-9.69079,10.90852,-0.56833,Erik Sven Williams,-0.17060,-0.49117,-7.97309,1.53591,False,52.94410
650,Jorg,1.47894,0.18879,-1.23867,-8.78677,10.55222,-0.02668,Jerry Fernström,0.84283,0.57441,-8.19069,-0.55425,False,73.32778
651,Jorg,0.69749,0.31331,4.74242,-9.25803,10.45154,0.24034,Jerry Fernström,1.27303,-0.40486,-10.46265,4.51928,True,37.24584
652,Atsuto,0.79114,0.83889,-3.21613,-8.99852,10.22362,0.67150,Erik Sven Fernström,0.61861,-0.57086,-11.87586,-1.65172,False,37.94881
653,Bob,0.78081,-0.79328,-0.38117,-9.13713,10.30177,-0.87046,Jerry från Solna,0.14872,-2.49232,-7.79995,-2.47269,False,38.85006
654,Shoogee,2.04341,-0.67551,-6.98547,-9.43522,10.14255,-0.87848,Erik Sven Williams,1.00193,0.29136,-6.32991,-3.07184,False,98.67778
655,Shoogee,0.07799,-0.40828,1.09930,-9.46687,10.04804,-0.32182,Erik Sven Williams,0.21741,0.23515,-6.31859,-2.22163,True,4.44911
656,Shoogee,1.84377,-1.06343,-6.50026,-8.38376,10.56605,-0.97145,Jerry från Solna,0.21178,0.33519,-10.10207,-1.47845,False,88.93859
657,Shoogee,0.96776,-0.82696,-2.16052,-9.24611,10.69798,-0.80296,Jerry från Solna,-1.14699,0.33855,-10.02928,-1.68117,False,47.30777
658,Atsuto,0.52452,-0.05776,1.98736,-9.32417,10.23408,0.00211,Erik Sven Williams,0.71897,0.00797,-6.87764,3.19405,True,27.21948
659,Shoogee,-0.37539,0.59070,-4.06613,-8.62810,9.86692,0.73283,Jerry Fernström,-1.04034,-2.16966,-6.61025,-0.65948,False,-20.80277
660,Jorg,1.29429,1.54700,-1.13066,-8.97813,10.60300,1.63545,Jerry Williams,-0.28580,-1.00081,-10.30337,0.15451,True,64.14931
661,Jorg,2.50060,-1.31889,-4.11506,-8.85289,10.43178,-1.39799,Jerry från Solna,0.37313,-0.09618,-8.10220,-0.88112,False,122.97240
662,Bob,1.97295,1.01656,-5.16775,-9.33873,10.28045,1.17089,Erik Sven Fernström,-0.97952,1.11866,-9.58166,-1.78390,False,96.06339
663,Bob,0.95748,-0.83375,-2.19931,-8.66701,9.93493,-0.74627,Jerry från Solna,1.10895,-2.45256,-8.91063,-4.82545,False,46.77425
664,Jorg,1.04948,0.98139,-3.25451,-9.05960,9.85374,1.04766,Erik Sven Fernström,-1.19078,-2.65150,-7.13191,-1.68176,False,50.84653
665,Jorg,-0.39996,-0.46085,-3.15606,-9.10215,9.96689,-0.32012,Erik Sven Williams,-0.83672,-0.89350,-6.73322,-1.70682,False,-21.57593
666,Jorg,3.12164,1.18311,-4.84835,-9.26046,10.58280,1.23618,Erik Sven Fernström,-0.29668,-0.13046,-9.52067,0.31038,False,153.65792
667,Atsuto,1.15689,0.59653,-2.19834,-9.83495,10.32801,0.54088,Jerry Fernström,-0.35756,-0.87985,-10.63344,2.03204,False,56.74526
668,Jorg,0.85037,-0.56468,-2.86240,-9.61140,10.05795,-0.68035,Erik Sven Williams,-0.41592,0.61303,-10.23903,0.95061,False,41.08730
669,Shoogee,1.48225,0.03861,-3.06045,-8.69475,10.74354,-0.11202,Jerry Fernström,0.31150,1.29175,-8.09296,-2.19278,False,72.58247
670,Shoogee,-0.54384,-0.12890,-0.81295,-8.51507,10.15486,-0.07577,Erik Sven Williams,-0.15234,-1.22637,-7.52901,-2.23808,False,-27.59868
671,Bob,-0.71577,-1.48248,-0.88420,-9.56503,10.44510,-1.46658,Jerry från Solna,-1.87047,2.15389,-8.45097,-1.72575,False,-36.23076
672,Shoogee,1.41307,-0.30152,2.16028,-8.47331,10.52206,-0.37605,Erik Sven Williams,0.08270,1.71854,-6.49348,-1.99141,True,71.73377
673,Shoogee,2.19448,-0.73167,2.38353,-8.80094,10.34186,-0.63065,Erik Sven Williams,0.16639,-0.86480,-5.72320,-1.77617,True,110.91589
674,Shoogee,1.32022,0.34838,-3.14266,-8.49294,10.73062,0.46008,Jerry Fernström,-0.42354,0.56898,-9.32328,-1.40666,False,64.43982
675,Atsuto,-0.40189,-0.13335,-0.02135,-9.68134,10.41257,-0.02915,Erik Sven Williams,-0.79752,-0.62390,-10.73927,-2.23619,False,-20.10496
676,Shoogee,0.41302,-0.10343,2.75073,-10.05137,10.53914,-0.15960,Erik Sven Williams,1.08556,0.01701,-8.04611,-0.19085,True,22.02622
677,Jorg,1.14877,-0.60207,-0.83347,-9.32393,10.11367,-0.61951,Erik Sven Williams,-1.83455,0.07201,-5.42243,-0.07265,False,57.02173
678,Bob,2.57038,0.34693,1.96475,-8.92092,10.06377,0.37827,Jerry Fernström,0.15920,0.13004,-8.10593,-2.33189,True,129.50123
679,Bob,1.77974,0.03595,-5.80051,-8.66679,10.14552,-0.00273,Jerry Fernström,2.20269,-1.04918,-8.78517,-3.39750,False,86.08656
680,Shoogee,1.54899,0.08432,-2.65205,-8.50890,10.56712,-0.02321,Jerry Fernström,-0.70404,0.38666,-8.15954,-0.23737,False,76.12323
681,Bob,0.46950,0.45610,-0.72412,-9.37906,10.81817,0.43082,Jerry Fernström,-0.34218,-0.67093,-9.00647,-1.09660,False,23.11281
682,Shoogee,2.44501,1.76895,-2.03006,-8.63139,9.95940,1.78216,Jerry Williams,1.18191,-2.50447,-5.15546,-1.64026,False,121.23555
683,Jorg,1.23312,0.07703,-4.07449,-9.33773,10.13337,0.13649,Jerry Fernström,-0.16521,1.89639,-10.94678,0.83085,False,59.61860
684,Bob,1.69331,1.45976,-1.26601,-9.68007,10.51782,1.39864,Erik Sven Fernström,0.97897,1.56125,-8.80042,-3.15965,True,84.03225
685,Jorg,0.21623,0.96228,-3.79876,-9.45351,10.03124,1.02950,Erik Sven Fernström,-0.86013,-0.07748,-9.30655,-2.17307,False,8.91233
686,Jorg,2.81415,0.33205,-4.69732,-8.99178,9.94585,0.41210,Jerry Fernström,0.60635,1.82618,-9.87028,3.05430,False,138.35875
687,Jorg,0.93519,-2.05038,-2.37177,-8.88724,9.97130,-2.02696,Jerry från Solna,1.84656,2.51820,-8.79366,-1.73793,False,45.57356
688,Bob,1.59379,-0.02454,3.33768,-9.16981,10.13950,-0.02188,Erik Sven Williams,0.45432,-1.54730,-9.64986,-3.03058,True,81.35859
689,Jorg,0.91637,-0.22125,0.29337,-8.93653,10.30372,-0.19590,Erik Sven Williams,0.48266,-0.83986,-9.62275,0.40298,True,45.96515
690,Shoogee,0.04255,-0.08019,0.97391,-9.10626,10.44351,-0.13891,Erik Sven Williams,-1.11526,0.52649,-9.33142,0.00954,True,2.61469
691,Atsuto,0.17997,-1.09572,0.06136,-9.29220,10.08646,-1.19431,Jerry från Solna,-0.40025,0.27057,-7.39974,-1.19363,False,9.02913
692,Shoogee,0.88358,-0.81002,0.08847,-9.16122,10.63114,-0.86854,Jerry från Solna,-1.51537,2.95763,-8.05657,1.08630,False,44.22310
693,Jorg,1.16637,0.02545,-1.03731,-8.99577,10.34533,0.00476,Jerry Fernström,-0.08253,-2.09151,-10.03184,-2.51861,False,57.79996
694,Jorg,1.92364,0.34933,-3.46888,-9.05496,10.53316,0.21135,Jerry Fernström,1.26156,0.68087,-7.62934,-0.74430,False,94.44745
695,Atsuto,0.66562,-0.25749,0.27169,-9.47870,10.31245,-0.12158,Erik Sven Williams,1.23114,0.96706,-10.55389,1.76210,True,33.41662
696,Jorg,0.59234,0.38930,-1.97803,-8.93119,9.86466,0.38806,Jerry Fernström,-2.04195,1.14127,-8.23425,-1.17925,False,28.62798
697,Jorg,-0.06862,-0.56961,0.14568,-9.15992,10.16887,-0.67217,Erik Sven Williams,0.99859,-0.61991,-6.79152,-1.28752,False,-3.35810
698,Shoogee,0.54702,-0.09146,-0.43646,-9.20699,10.00171,-0.02389,Erik Sven Williams,0.11270,-0.46961,-8.83017,0.65586,False,27.13262
